Customer ID,Sales Channel,Gender,Product Type,Purchase Reason,Decision,Age at POS,Manual Decision,Employment,Sum Assured,Annual Premium,Evidence,1 Year Lapse
A000006996,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,55,Y,Employed,100000.00,343.80,Y,0
A000006997,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,51,Y,Employed,100000.00,197.40,N,0
A000006998,IFA,Female,Single,Family Protection,Accepted Standard Terms,49,N,Employed,100000.00,262.32,Y,0
A000006999,SP,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,47,Y,Employed,79784.00,587.76,N,0
A000007000,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,30,N,Employed,81000.00,241.92,Y,0
A000007001,SP,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,32,N,Self-Employed,95000.00,138.36,Y,0
A000007002,IFA,Male,Single,Family Protection,Accepted Standard Terms,37,N,Employed,300000.00,514.80,N,0
A000007003,IFA,Male,Single,Family Protection,Accepted Standard Terms,36,Y,Self-Employed,800000.00,1082.04,N,0
A000007004,BP,Female,Joint,Family Protection,Accepted Standard Terms,32,N,Self-Employed,300000.00,358.68,Y,0
A000007005,IFA,Female,Single,Family Protection,Accepted Standard Terms,51,N,Employed,100000.00,184.08,Y,0
A000007006,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,39,N,Employed,174000.00,128.04,Y,0
A000007007,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,44,N,Employed,60000.00,135.84,Y,0
A000007008,IFA,Male,Single,Family Protection,Accepted Standard Terms,22,N,Employed,155694.00,120.00,Y,0
A000007009,IFA,Male,Single,Family Protection,Accepted Standard Terms,37,Y,Self-Employed,100000.00,155.40,Y,1
A000007010,IFA,Male,Single,Family Protection,Accepted Standard Terms,44,N,Self-Employed,130000.00,198.96,Y,0
A000007011,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,40,N,Employed,77250.00,177.72,N,1
A000007012,IFA,Female,Joint,Family Protection,Accepted Standard Terms,34,Y,Employed,110000.00,161.04,Y,0
A000007013,IFA,Male,Joint,Family Protection,Accepted Standard Terms,33,Y,Employed,110000.00,161.04,Y,0
A000007014,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,25,Y,Employed,91310.00,241.44,Y,0
A000007015,IFA,Female,Single,Family Protection,Accepted Standard Terms,36,N,Employed,200000.00,319.20,Y,0
A000007016,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,37,N,Employed,98930.00,778.32,Y,0
A000007017,IFA,Female,Joint,Family Protection,Accepted Standard Terms,27,Y,Employed,400000.00,533.52,N,0
A000007018,IFA,Male,Joint,Family Protection,Accepted Standard Terms,37,Y,Employed,400000.00,533.52,N,0
A000007019,SP,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,51,Y,Employed,46500.00,293.64,N,0
A000007020,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,47,N,Employed,46500.00,293.64,N,0
A000007021,IFA,Female,Single,Family Protection,Accepted Standard Terms,40,Y,House Person,,874.14,N,0
A000007022,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,45,Y,Employed,100000.00,210.24,N,0
A000007023,IFA,Female,Single,Family Protection,Accepted Standard Terms,45,Y,Employed,50000.00,82.80,N,0
A000007024,IFA,Male,Single,Family Protection,Accepted Standard Terms,36,N,Employed,143000.00,704.40,Y,0
A000007025,IFA,Male,Single,Family Protection,Accepted Standard Terms,36,N,Employed,143000.00,714.96,Y,0
A000007026,BP,Female,Single,Family Protection,Accepted Standard Terms,41,N,Employed,17500.00,89.28,N,0
A000007027,BP,Male,Single,Family Protection,Accepted Non Standard Terms,44,N,Employed,17500.00,192.36,Y,0
A000007028,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,33,N,Employed,122800.00,307.08,N,0
A000007029,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,41,Y,Employed,134017.00,180.36,Y,0
A000007030,IFA,Male,Single,Family Protection,Accepted Standard Terms,38,Y,Employed,250000.00,619.44,N,0
A000007031,SP,Female,Single,Family Protection,Accepted Standard Terms,26,Y,House Person,152713.00,120.00,Y,1
A000007032,SP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,59,Y,Self-Employed,102000.00,2489.16,N,0
A000007033,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,37,Y,Employed,112000.00,136.92,N,0
A000007034,IFA,Female,Single,Family Protection,Accepted Standard Terms,45,N,Employed,137754.00,300.00,Y,0
A000007035,IFA,Male,Single,Family Protection,Accepted Standard Terms,27,Y,Employed,132000.00,85.80,N,0
A000007036,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,40,N,Employed,64205.00,343.56,Y,0
A000007037,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,33,N,Employed,134017.00,78.48,Y,0
A000007038,IFA,Female,Single,Family Protection,Accepted Standard Terms,30,N,Employed,170000.00,90.72,Y,0
A000007039,IFA,Female,Single,Family Protection,Accepted Standard Terms,58,Y,House Person,50000.00,285.00,N,0
A000007040,BP,Male,,Family Protection,Accepted Standard Terms,22,Y,Employed,,437.64,N,1
A000007041,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,22,Y,Employed,112495.00,276.24,N,1
A000007042,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,34,N,Employed,235995.00,514.20,N,0
A000007043,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,35,N,Self-Employed,235995.00,514.20,N,0
A000007044,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,40,Y,House Person,180000.00,702.36,Y,0
A000007045,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,29,N,Employed,136500.00,136.32,Y,0
A000007046,IFA,Female,,Mortgage Protection,Accepted Non Standard Terms,29,N,Employed,,178.08,Y,0
A000007047,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,30,N,Employed,136500.00,136.32,Y,0
A000007048,IFA,Female,Joint,Family Protection,Accepted Standard Terms,45,N,Employed,61948.00,360.00,Y,0
A000007049,IFA,Male,Joint,Family Protection,Accepted Standard Terms,47,N,Employed,61948.00,360.00,Y,0
A000007050,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,39,Y,Employed,740000.00,788.40,N,0
A000007051,IFA,Male,Joint,Family Protection,Accepted Standard Terms,49,Y,Employed,100000.00,709.20,N,0
A000007052,IFA,Male,Single,Family Protection,Accepted Standard Terms,22,N,Employed,30000.00,131.88,Y,0
A000007053,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,17640.00,114.24,Y,0
A000007054,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,80000.00,831.00,Y,0
A000007055,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,20000.00,203.28,Y,0
A000007056,IFA,Male,Single,Family Protection,Accepted Standard Terms,43,N,Employed,15000.00,230.88,Y,0
A000007057,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,32,N,Employed,17640.00,114.24,Y,0
A000007058,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,32,N,Employed,80000.00,831.00,Y,0
A000007059,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,32,N,Employed,20000.00,203.28,Y,0
A000007060,IFA,Female,Single,Family Protection,Accepted Standard Terms,32,N,Employed,15000.00,86.52,Y,0
A000007061,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,52,Y,Employed,210000.00,1068.96,N,0
A000007062,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,61,Y,Employed,210000.00,1068.96,N,0
A000007063,IFA,Male,Single,Family Protection,Accepted Standard Terms,38,Y,Employed,123000.00,1038.12,Y,0
A000007064,BP,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,33,N,Employed,161000.00,1193.88,N,0
A000007065,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,35,N,Employed,161000.00,1193.88,Y,0
A000007066,BP,Female,Single,Family Protection,Accepted Standard Terms,42,Y,Employed,25000.00,249.12,Y,0
A000007067,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,26,N,Employed,210000.00,199.68,N,0
A000007068,IFA,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,32,Y,Employed,210000.00,199.68,N,0
A000007069,IFA,Male,Single,Family Protection,Accepted Standard Terms,46,Y,Employed,160000.00,276.00,N,0
A000007070,IFA,Female,Single,Family Protection,Accepted Standard Terms,41,Y,Self-Employed,,354.84,N,0
A000007071,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,23,N,Employed,110500.00,277.32,Y,0
A000007072,BP,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,29,Y,Employed,110500.00,277.32,Y,0
A000007073,IFA,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,20,N,Employed,90000.00,150.60,Y,0
A000007074,IFA,Female,Single,Family Protection,Accepted Standard Terms,39,N,Employed,50000.00,110.52,Y,0
A000007075,IFA,Male,Single,Family Protection,Accepted Standard Terms,41,N,Employed,50000.00,163.80,Y,0
A000007076,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,32,N,Employed,210000.00,272.40,Y,0
A000007077,IFA,Male,Single,Family Protection,Accepted Standard Terms,61,N,Employed,50000.00,271.92,Y,0
A000007078,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,40,N,Employed,141999.00,781.92,Y,0
A000007079,SP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,67,Y,Self-Employed,60000.00,1207.20,N,0
A000007080,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,28,N,Employed,90000.00,150.60,Y,0
A000007081,IFA,Female,Single,Family Protection,Accepted Standard Terms,28,Y,Employed,100000.00,79.08,Y,0
A000007082,IFA,Male,,Mortgage Protection,Accepted Standard Terms,47,N,Employed,,404.28,Y,0
A000007083,IFA,Female,Joint,Mortgage Protection,Refer To Underwriter,55,Y,House Person,30500.00,1140.24,N,0
A000007084,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,33,Y,House Person,250000.00,196.20,N,0
A000007085,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,30,Y,Self-Employed,250000.00,196.20,N,0
A000007086,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,29,N,Employed,135000.00,102.72,N,0
A000007087,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,38,N,Employed,150000.00,142.80,Y,0
A000007088,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,41,N,Employed,150000.00,217.32,Y,0
A000007089,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,27,N,Employed,80000.00,124.92,Y,0
A000007090,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,43,N,Employed,128800.00,217.20,Y,0
A000007091,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,44,N,Employed,29000.00,159.96,Y,0
A000007092,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,37,N,Employed,29000.00,159.96,Y,0
A000007093,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,47,N,Employed,203000.00,418.44,Y,0
A000007094,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,24,N,Employed,75000.00,91.92,Y,1
A000007095,BP,Male,Joint,Family Protection,Accepted Non Standard Terms,21,N,Employed,77850.00,249.96,Y,0
A000007096,BP,Female,Joint,Family Protection,Accepted Non Standard Terms,26,N,Employed,77850.00,249.96,Y,0
A000007097,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,36,N,Employed,75000.00,91.92,Y,1
A000007098,IFA,Male,Joint,Family Protection,Accepted Standard Terms,27,N,Employed,90000.00,104.16,Y,0
A000007099,IFA,Female,Joint,Family Protection,Accepted Standard Terms,26,N,Employed,90000.00,104.16,Y,0
A000007100,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,49,N,Employed,54598.00,174.84,Y,0
A000007101,IFA,Female,Single,Family Protection,Accepted Standard Terms,40,Y,Self-Employed,123000.00,727.32,Y,0
A000007102,IFA,Female,Joint,Family Protection,Accepted Standard Terms,36,Y,Employed,,190.68,Y,0
A000007103,IFA,Male,Joint,Family Protection,Accepted Standard Terms,37,Y,Employed,,190.68,Y,0
A000007104,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,37,N,Employed,122995.00,308.16,Y,0
A000007105,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,44,N,Employed,122995.00,308.16,Y,0
A000007106,IFA,Male,Single,Family Protection,Accepted Standard Terms,32,Y,Employed,53244.00,90.00,N,0
A000007107,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,36,N,Employed,98175.00,157.20,Y,0
A000007108,IFA,Female,Single,Family Protection,Accepted Standard Terms,50,N,Employed,100000.00,198.00,Y,0
A000007109,IFA,Male,Single,Business Protection,Accepted Standard Terms,52,N,Self-Employed,100000.00,277.20,Y,0
A000007110,IFA,Female,Joint,Family Protection,Accepted Standard Terms,39,N,Employed,100000.00,223.08,Y,0
A000007111,IFA,Male,Joint,Family Protection,Accepted Standard Terms,38,N,Employed,100000.00,223.08,Y,0
A000007112,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,28,N,Employed,290000.00,152.88,N,0
A000007113,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,39,Y,Employed,116000.00,278.64,N,0
A000007114,IFA,Male,,Family Protection,Accepted Non Standard Terms,39,Y,Employed,,156.72,N,0
A000007115,BP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,48,Y,Employed,95500.00,1896.00,N,1
A000007116,BP,Female,Single,Family Protection,Accepted Standard Terms,30,N,House Person,120000.00,180.96,N,0
A000007117,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,50,Y,Employed,41001.00,80.64,Y,0
A000007118,IFA,Female,Single,Family Protection,Accepted Non Standard Terms,43,Y,Employed,250000.00,396.48,N,1
A000007119,IFA,Male,Single,Family Protection,Accepted Standard Terms,48,Y,Self-Employed,60000.00,354.00,N,0
A000007120,IFA,Female,Single,Family Protection,Accepted Standard Terms,35,N,House Person,286749.00,240.00,N,0
A000007121,IFA,Male,Single,Family Protection,Accepted Standard Terms,70,Y,Retired,20000.00,292.68,N,0
A000007122,BP,Male,Single,Family Protection,Accepted Standard Terms,45,N,Employed,125000.00,286.20,Y,1
A000007123,BP,Female,Single,Family Protection,Accepted Standard Terms,35,N,Employed,125000.00,94.56,Y,1
A000007124,IFA,Female,Single,Mortgage Protection,Accepted Non Standard Terms,29,Y,House Person,140000.00,177.00,N,0
A000007125,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,31,N,House Person,95000.00,199.92,N,0
A000007126,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,37,N,Employed,95000.00,199.92,N,0
A000007127,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,38,N,Employed,277330.00,411.84,Y,0
A000007128,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,39,N,House Person,277330.00,333.60,Y,0
A000007129,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,38,Y,Employed,116000.00,278.64,N,0
A000007130,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,39,N,Employed,202000.00,373.68,Y,0
A000007131,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,202000.00,373.68,N,0
A000007132,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,52,Y,Self-Employed,390000.00,1808.28,N,0
A000007133,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,53,Y,Employed,390000.00,1808.28,N,0
A000007134,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,40,N,Employed,75000.00,133.92,N,0
A000007135,IFA,Male,Single,Family Protection,Accepted Standard Terms,55,N,Self-Employed,35000.00,179.16,Y,0
A000007136,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,53,N,Employed,38000.00,260.64,Y,0
A000007137,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,52,N,Employed,38000.00,260.64,Y,0
A000007138,IFA,Female,Joint,Family Protection,Accepted Standard Terms,26,Y,Employed,126000.00,109.80,N,0
A000007139,IFA,Male,Joint,Family Protection,Accepted Standard Terms,26,N,Employed,126000.00,109.80,Y,0
A000007140,IFA,Male,Single,Family Protection,Accepted Standard Terms,38,N,Self-Employed,100000.00,225.60,Y,1
A000007141,IFA,Male,Joint,Family Protection,Accepted Standard Terms,38,N,Self-Employed,51000.00,554.64,Y,1
A000007142,IFA,Female,Single,Family Protection,Accepted Standard Terms,28,N,House Person,100000.00,50.40,Y,1
A000007143,IFA,Female,Joint,Family Protection,Accepted Standard Terms,28,N,House Person,51000.00,554.64,Y,1
A000007144,IFA,Male,Single,Family Protection,Accepted Standard Terms,40,N,Employed,93000.00,486.24,Y,0
A000007145,SP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,51,Y,Employed,41001.00,199.80,Y,0
A000007146,IFA,Female,Joint,Family Protection,Accepted Standard Terms,30,Y,Employed,100000.00,206.76,N,0
A000007147,IFA,Male,Single,Family Protection,Accepted Standard Terms,27,N,Employed,120000.00,300.96,N,0
A000007148,IFA,Female,Single,Family Protection,Accepted Standard Terms,27,N,Employed,120000.00,292.08,N,0
A000007149,IFA,Female,Single,Mortgage Protection,Refer To Underwriter,40,Y,Employed,128000.00,102.12,Y,0
A000007150,IFA,Female,Joint,Family Protection,Accepted Standard Terms,40,Y,Employed,100000.00,233.16,Y,0
A000007151,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,47,Y,Employed,150000.00,366.00,N,0
A000007152,IFA,Female,Joint,Family Protection,Accepted Standard Terms,29,N,House Person,103481.00,300.00,Y,1
A000007153,IFA,Male,Joint,Family Protection,Accepted Standard Terms,48,N,Employed,103481.00,300.00,Y,1
A000007154,IFA,Male,Joint,Family Protection,Accepted Standard Terms,40,N,Employed,100000.00,160.68,N,0
A000007155,IFA,Female,Joint,Family Protection,Accepted Standard Terms,38,N,Employed,100000.00,160.68,N,0
A000007156,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,24,N,Employed,99000.00,382.80,N,1
A000007157,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,25,N,Employed,99000.00,382.80,N,1
A000007158,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,38,Y,Employed,100000.00,122.40,N,0
A000007159,IFA,Female,Joint,Family Protection,Accepted Standard Terms,43,N,Employed,100000.00,981.84,Y,0
A000007160,IFA,Male,Joint,Family Protection,Accepted Standard Terms,54,N,Employed,100000.00,981.84,N,0
A000007161,BP,Female,Single,Family Protection,Accepted Standard Terms,25,N,Unemployed,,120.96,Y,0
A000007162,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,44,N,Employed,70000.00,210.00,Y,0
A000007163,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,70000.00,210.00,Y,0
A000007164,IFA,Female,Single,Family Protection,Accepted Standard Terms,35,N,Employed,67403.00,72.00,Y,1
A000007165,IFA,Female,Single,Family Protection,Accepted Standard Terms,39,N,Employed,40000.00,154.92,Y,1
A000007166,IFA,Female,Single,Family Protection,Accepted Standard Terms,39,N,Employed,20000.00,190.92,Y,1
A000007167,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,24,N,Employed,107199.00,72.24,Y,1
A000007168,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,26,N,Employed,107199.00,93.60,Y,0
A000007169,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,58,Y,Employed,200000.00,945.60,N,0
A000007170,IFA,Male,Joint,Family Protection,Accepted Standard Terms,42,N,House Person,60000.00,128.16,N,0
A000007171,IFA,Female,Joint,Family Protection,Accepted Standard Terms,36,Y,Employed,60000.00,128.16,Y,0
A000007172,IFA,Male,Single,Family Protection,Accepted Standard Terms,44,N,Employed,200000.00,254.28,Y,0
A000007173,IFA,Male,Single,Family Protection,Accepted Standard Terms,48,N,Employed,150000.00,499.20,Y,0
A000007174,BP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,33,Y,Employed,117855.00,392.28,N,0
A000007175,BP,Female,,Family Protection,Accepted Non Standard Terms,33,Y,Employed,,395.88,N,0
A000007176,IFA,Female,Single,Family Protection,Accepted Standard Terms,38,N,House Person,236428.00,252.00,Y,0
A000007177,IFA,Male,Single,Family Protection,Accepted Standard Terms,57,N,Employed,150000.00,718.80,Y,0
A000007178,IFA,Male,Single,Family Protection,Accepted Standard Terms,47,N,Employed,150000.00,319.44,Y,0
A000007179,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,38,Y,Employed,70995.00,82.32,N,0
A000007180,BP,Female,,Family Protection,Accepted Non Standard Terms,38,Y,Employed,,482.88,N,0
A000007181,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,38,N,Employed,130000.00,764.76,Y,0
A000007182,SP,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,39,Y,Self-Employed,130000.00,764.76,N,0
A000007183,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,27,Y,Employed,80900.00,247.44,N,0
A000007184,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,48,N,Self-Employed,100000.00,495.72,Y,0
A000007185,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,48,N,Self-Employed,98000.00,232.80,Y,0
A000007186,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,49,N,Self-Employed,100000.00,495.72,Y,0
A000007187,IFA,Male,Single,Family Protection,Accepted Non Standard Terms,64,Y,Retired,25000.00,286.92,N,0
A000007188,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,26,N,Employed,85000.00,92.28,Y,0
A000007189,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,158585.00,285.72,Y,0
A000007190,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,44,N,Employed,80000.00,194.16,N,0
A000007191,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,41,N,Self-Employed,173000.00,217.08,Y,0
A000007192,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,42,Y,Self-Employed,173000.00,217.08,N,0
A000007193,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,24,N,Employed,148599.00,131.28,N,0
A000007194,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,24,N,Employed,148599.00,131.28,N,0
A000007195,BP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,54,Y,Employed,98000.00,661.20,N,0
A000007196,IFA,Male,Single,Family Protection,Accepted Standard Terms,46,N,Employed,30000.00,90.48,Y,0
A000007197,SP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,29,Y,Self-Employed,57500.00,174.96,N,0
A000007198,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,39,N,Employed,51000.00,558.24,Y,1
A000007199,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,35,N,Employed,51000.00,558.24,Y,1
A000007200,IFA,Female,Joint,Family Protection,Accepted Standard Terms,31,N,Employed,,85.68,Y,0
A000007201,IFA,Female,Joint,Family Protection,Accepted Standard Terms,31,N,Employed,,298.56,Y,0
A000007202,IFA,Male,Joint,Family Protection,Accepted Standard Terms,31,N,Employed,,85.68,Y,0
A000007203,IFA,Male,Joint,Family Protection,Accepted Standard Terms,31,N,Employed,,298.56,Y,0
A000007204,IFA,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,48,Y,Employed,80500.00,377.76,N,0
A000007205,IFA,Female,Single,Family Protection,Accepted Standard Terms,29,N,Employed,150000.00,76.20,Y,0
A000007206,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,45,N,Self-Employed,80000.00,208.56,Y,0
A000007207,IFA,Female,Joint,Family Protection,Accepted Standard Terms,49,Y,House Person,200000.00,1282.32,N,0
A000007208,IFA,Male,Joint,Family Protection,Refer To Underwriter,49,Y,Employed,200000.00,1282.32,N,0
A000007209,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,45,N,Employed,81000.00,482.28,Y,0
A000007210,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,64,Y,Employed,81000.00,482.28,N,1
A000007211,IFA,Male,Joint,Family Protection,Accepted Standard Terms,27,N,Employed,200000.00,206.28,Y,0
A000007212,IFA,Female,Joint,Family Protection,Accepted Standard Terms,29,N,House Person,200000.00,206.28,Y,0
A000007213,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,54,N,Employed,64000.00,442.68,Y,0
A000007214,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,54,N,Employed,64000.00,442.68,Y,0
A000007215,IFA,Female,Single,Family Protection,Refer To Underwriter,57,Y,Self-Employed,80000.00,515.52,N,0
A000007216,IFA,Female,Single,Family Protection,Accepted Standard Terms,71,N,Retired,15000.00,224.64,Y,0
A000007217,IFA,Male,Single,Family Protection,Accepted Standard Terms,54,N,Employed,60000.00,226.80,Y,0
A000007218,IFA,Female,Single,Family Protection,Accepted Standard Terms,27,Y,Employed,250000.00,153.96,Y,0
A000007219,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,38,N,Employed,180000.00,633.00,Y,0
A000007220,IFA,Male,Single,Family Protection,Accepted Standard Terms,30,N,Employed,,73.32,Y,0
A000007221,IFA,Male,Single,Family Protection,Accepted Standard Terms,30,N,Employed,130000.00,71.40,Y,0
A000007222,IFA,Male,Joint,Family Protection,Accepted Standard Terms,27,N,Employed,150000.00,315.60,Y,0
A000007223,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,41,N,Employed,56500.00,251.52,Y,0
A000007224,IFA,Female,Single,Family Protection,Accepted Standard Terms,22,N,Employed,175000.00,84.12,Y,0
A000007225,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,46,N,Employed,80500.00,377.76,Y,0
A000007226,IFA,Male,Single,Family Protection,Accepted Standard Terms,44,N,Employed,60000.00,118.92,Y,1
A000007227,IFA,Male,Single,Family Protection,Accepted Standard Terms,44,N,Employed,25000.00,236.16,Y,1
A000007228,SP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,24,Y,Employed,57500.00,172.80,N,0
A000007229,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,33,N,Employed,100000.00,69.00,N,0
A000007230,BP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,26,N,Employed,100000.00,109.80,N,0
A000007231,IFA,Female,Single,Family Protection,Accepted Standard Terms,41,N,Employed,100000.00,344.40,Y,0
A000007232,BP,Male,,Mortgage Protection,Accepted Standard Terms,31,Y,Employed,,364.20,Y,0
A000007233,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,24,N,Employed,112000.00,282.60,N,0
A000007234,IFA,Male,Single,Family Protection,Accepted Standard Terms,38,N,Employed,120000.00,113.04,Y,0
A000007235,IFA,Female,Single,Family Protection,Accepted Standard Terms,32,Y,Employed,130000.00,57.36,N,0
A000007236,IFA,Male,Single,Family Protection,Accepted Standard Terms,51,N,Employed,45000.00,228.36,N,0
A000007237,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,52,N,Employed,50000.00,262.20,Y,0
A000007238,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,25,N,Employed,112000.00,298.56,Y,1
A000007239,BP,Male,Single,Family Protection,Accepted Standard Terms,61,N,Employed,12217.00,144.00,N,0
A000007240,IFA,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,42,Y,Self-Employed,115000.00,242.28,N,0
A000007241,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Self-Employed,115000.00,242.28,Y,0
A000007242,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,43,N,Employed,90200.00,125.28,Y,0
A000007243,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,42,Y,Employed,85000.00,136.08,N,0
